神舟战神GX8-CR7S1酷睿9代处理器，发烧级显卡，120Hz电竞屏，背光键盘,参考价：,1.5万,8.3
ROG 枪神Plus S7ZC（16GB/256GB+1TB）AMD锐龙处理器，发烧级显卡，背装式无缝分岛键盘，IPS屏,参考价：,1.3万,8.3
Acer Swift 7（2019）,参考价：,1.16万,
Alienware 15（ALW15C-D3508S）酷睿8代处理器，发烧级显卡，背光键盘，眼球追踪技术,参考价：,9999,8.4
机械师F117-S6CS酷睿8代处理器，144Hz电竞屏，RGB背光键盘，发烧级显卡,参考价：,8899,10.0
机械革命深海幽灵Z2 Air（i7 8750H/8GB/256GB/GTX1060）,参考价：,8499,8.8
机械师F117-B6酷睿8代处理器，窄边框，AC金属面，机械键盘,参考价：,8299,8.5
技嘉赢刃 AERO 15-Y9（i9 8950HK/32GB/2TB/RTX2080）酷睿i9处理器，RTX20显卡，144Hz电竞屏，长续航轻薄,参考价：,3.05万,8.0
戴尔Latitude 14 5000系列 5490（N031L5490-D1526CN）酷睿8代处理器，核心显卡，快充技术，接口丰富,参考价：,1.03万,
联想拯救者Y9000K（i7 8750H/16GB/512GB+2TB/RTX2070）酷睿8代处理器，RTX20显卡，电竞屏，光线追踪,参考价：,1.6万,9.4
ThinkPad X280（20KFA00BCD）触控轻薄，全尺寸键盘，快充技术，180°翻转,参考价：,1.4万,6.0
三星星曜930SBE-K01酷睿8代处理器，核芯显卡，触控屏，轻薄本,参考价：,9999,10.0
惠普OMEN 15-DC0011TX（4LE22PA）酷睿8代处理器，高性能显卡，背光键盘，144Hz窄边框屏,参考价：,8499,9.0
ThinkPad X1 Carbon 2016（20FBA009CD）14英寸商务便携超级本，六代酷睿i7双核处理器，Win10系统，QHD高清屏，碳纤维材质坚固机身,参考价：,1.35万,8.9
微软Surface Book 2（i5/8GB/128GB/13寸）酷睿7代处理器，可拆卸键盘，触控屏，轻薄金属机身,参考价：,8919,6.1
ThinkPad 黑将S5（20G4A008CD）,参考价：,8499,8.1
ThinkPad X1 Carbon 2017（20HRA007CD）酷睿7代处理器，720p摄像头，5毫米微边框，巧克力背光键盘,参考价：,8999,9.9
华硕G60VW6700（16GB/128GB+1TB/4G独显/4K屏）铝制机壳，黑酷外观，暗红背光键盘，游戏级显卡,参考价：,9799,7.9
东芝Z30-C（i7 6600U/8GB/256GB）,参考价：,1.6万,2.0
三星星曜930XBE-K03酷睿8代处理器，核心显卡，快充技术，指纹识别,参考价：,9399,
机械革命深海泰坦X2（i7 8750H/8GB/128GB+1TB/GTX1060）酷睿8代处理器，发烧级显卡，IPS屏，背光键盘,参考价：,8499,10.0
ROG 枪神2s S5CW（i7 8750H/16GB/256GB+1TB/RTX2060）酷睿8代处理器，RTX20显卡，144Hz电竞屏，炫酷外观,参考价：,1.4万,9.4
戴尔G7游戏本（G7 7590-D2785B）酷睿9代处理器，金属机身，72% 色域，窄边框,参考价：,1.5万,10.0
苹果新款MacBook Pro 13英寸（MR9V2CH/A）酷睿8代处理器，触控ID，触控栏，视网膜显示屏,参考价：,1.5万,9.6
